rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,pose,position,x,y,z,orientation,x,y,z,w
1662763857467524951,,32,,1624528739,907069921,'',,,3.29,2.15,2.11,,0.0,0.0,0.0,1.0
1662763857567570921,,33,,1624528740,7009983,'',,,3.29,2.15,2.1,,0.0,0.0,0.0,1.0
1662763857667471148,,34,,1624528740,107004880,'',,,3.28,2.15,2.05,,0.0,0.0,0.0,1.0
1662763857767504874,,35,,1624528740,206990957,'',,,3.28,2.14,2.08,,0.0,0.0,0.0,1.0
1662763857867254984,,36,,1624528740,306854963,'',,,3.27,2.13,1.82,,0.0,0.0,0.0,1.0
1662763857967436678,,37,,1624528740,406877040,'',,,3.27,2.13,1.89,,0.0,0.0,0.0,1.0
1662763858067999535,,38,,1624528740,507483005,'',,,3.27,2.13,1.94,,0.0,0.0,0.0,1.0
1662763858167408120,,39,,1624528740,606888055,'',,,3.28,2.14,2.0,,0.0,0.0,0.0,1.0
1662763858267899483,,40,,1624528740,707264900,'',,,3.28,2.15,2.05,,0.0,0.0,0.0,1.0
1662763858367375567,,41,,1624528740,806797981,'',,,3.28,2.14,2.1,,0.0,0.0,0.0,1.0
1662763858468623361,,42,,1624528740,908087015,'',,,3.29,2.14,2.08,,0.0,0.0,0.0,1.0
1662763858567869272,,43,,1624528741,7086038,'',,,3.28,2.13,2.11,,0.0,0.0,0.0,1.0
1662763858667710548,,44,,1624528741,107081890,'',,,3.28,2.14,2.15,,0.0,0.0,0.0,1.0
1662763858767747490,,45,,1624528741,207267999,'',,,3.27,2.13,2.16,,0.0,0.0,0.0,1.0
1662763858867649033,,46,,1624528741,307101964,'',,,3.27,2.13,2.17,,0.0,0.0,0.0,1.0
1662763858967520366,,47,,1624528741,406889915,'',,,3.22,2.11,1.88,,0.0,0.0,0.0,1.0
1662763859068173575,,48,,1624528741,507575035,'',,,3.22,2.12,1.96,,0.0,0.0,0.0,1.0
1662763859167065967,,49,,1624528741,606622934,'',,,3.18,2.12,1.75,,0.0,0.0,0.0,1.0
1662763859267625217,,50,,1624528741,707071065,'',,,3.17,2.12,1.58,,0.0,0.0,0.0,1.0
1662763859367481615,,51,,1624528741,806991100,'',,,3.16,2.12,1.73,,0.0,0.0,0.0,1.0
1662763859468369995,,52,,1624528741,906989097,'',,,3.13,2.12,1.84,,0.0,0.0,0.0,1.0
1662763859568277324,,53,,1624528742,6800889,'',,,3.11,2.14,1.98,,0.0,0.0,0.0,1.0
1662763859668266254,,54,,1624528742,107244968,'',,,3.08,2.15,2.1,,0.0,0.0,0.0,1.0
1662763859768897327,,55,,1624528742,207381963,'',,,3.05,2.14,1.88,,0.0,0.0,0.0,1.0
1662763859867923883,,56,,1624528742,307318925,'',,,3.02,2.15,1.63,,0.0,0.0,0.0,1.0
1662763859976116838,,57,,1624528742,407509088,'',,,2.99,2.13,1.56,,0.0,0.0,0.0,1.0
1662763860067833441,,58,,1624528742,507150888,'',,,2.94,2.13,1.47,,0.0,0.0,0.0,1.0
1662763860167916200,,59,,1624528742,607342004,'',,,2.87,2.12,1.36,,0.0,0.0,0.0,1.0
1662763860268566175,,60,,1624528742,707379102,'',,,2.82,2.13,1.27,,0.0,0.0,0.0,1.0
1662763860368523950,,61,,1624528742,807183980,'',,,2.77,2.13,1.25,,0.0,0.0,0.0,1.0
1662763860468558545,,62,,1624528742,907354116,'',,,2.74,2.13,1.45,,0.0,0.0,0.0,1.0
1662763860569589929,,63,,1624528743,8137941,'',,,2.68,2.13,1.4,,0.0,0.0,0.0,1.0
1662763860668020236,,64,,1624528743,107383012,'',,,2.61,2.12,1.34,,0.0,0.0,0.0,1.0
1662763860767855454,,65,,1624528743,207256078,'',,,2.55,2.11,1.24,,0.0,0.0,0.0,1.0
1662763860867440719,,66,,1624528743,306910991,'',,,2.48,2.1,1.2,,0.0,0.0,0.0,1.0
1662763860967471162,,67,,1624528743,406905889,'',,,2.41,2.08,1.12,,0.0,0.0,0.0,1.0
1662763861067742488,,68,,1624528743,507071971,'',,,2.34,2.08,1.0,,0.0,0.0,0.0,1.0
1662763861162580780,,69,,1624528743,602027893,'',,,2.27,2.06,0.99,,0.0,0.0,0.0,1.0
1662763861267352280,,70,,1624528743,706849098,'',,,2.23,2.06,1.3,,0.0,0.0,0.0,1.0
1662763861368251383,,71,,1624528743,807637929,'',,,2.18,2.05,1.57,,0.0,0.0,0.0,1.0
1662763861467750704,,72,,1624528743,906873941,'',,,2.08,2.04,1.39,,0.0,0.0,0.0,1.0
1662763861567647604,,73,,1624528744,6875038,'',,,2.02,2.03,1.27,,0.0,0.0,0.0,1.0
1662763861667414100,,74,,1624528744,106892108,'',,,1.95,2.04,1.18,,0.0,0.0,0.0,1.0
1662763861767589922,,75,,1624528744,206968069,'',,,1.86,2.04,1.1,,0.0,0.0,0.0,1.0
1662763861867361196,,76,,1624528744,306750059,'',,,1.8,2.04,1.07,,0.0,0.0,0.0,1.0
1662763861967562758,,77,,1624528744,407004117,'',,,1.74,2.03,1.02,,0.0,0.0,0.0,1.0
1662763862067948748,,78,,1624528744,507497072,'',,,1.65,2.07,0.94,,0.0,0.0,0.0,1.0
1662763862168553477,,79,,1624528744,607805013,'',,,1.58,2.09,0.92,,0.0,0.0,0.0,1.0
1662763862262865810,,80,,1624528744,701618909,'',,,1.52,2.07,0.94,,0.0,0.0,0.0,1.0
1662763862367928324,,81,,1624528744,807260990,'',,,1.46,2.06,0.97,,0.0,0.0,0.0,1.0
1662763862468511647,,82,,1624528744,908092021,'',,,1.37,2.05,0.95,,0.0,0.0,0.0,1.0
1662763862567828440,,83,,1624528745,7261037,'',,,1.31,2.04,0.92,,0.0,0.0,0.0,1.0
1662763862667438245,,84,,1624528745,106807947,'',,,1.25,2.03,0.93,,0.0,0.0,0.0,1.0
1662763862767261667,,85,,1624528745,206732988,'',,,1.16,2.01,0.93,,0.0,0.0,0.0,1.0
1662763862867254197,,86,,1624528745,306741952,'',,,1.08,2.0,0.95,,0.0,0.0,0.0,1.0
1662763862967381376,,87,,1624528745,406804084,'',,,1.0,1.99,0.95,,0.0,0.0,0.0,1.0
